filename,char,latin,bits
synthetic_braille_dataset\pha\pha_196.png,फ,pha,22
synthetic_braille_dataset\pha\pha_197.png,फ,pha,22
synthetic_braille_dataset\pha\pha_198.png,फ,pha,22
synthetic_braille_dataset\pha\pha_199.png,फ,pha,22
synthetic_braille_dataset\pha\pha_200.png,फ,pha,22
synthetic_braille_dataset\pha\pha_201.png,फ,pha,22
synthetic_braille_dataset\pha\pha_202.png,फ,pha,22
synthetic_braille_dataset\pha\pha_203.png,फ,pha,22
synthetic_braille_dataset\pha\pha_204.png,फ,pha,22
synthetic_braille_dataset\pha\pha_205.png,फ,pha,22
synthetic_braille_dataset\pha\pha_206.png,फ,pha,22
synthetic_braille_dataset\pha\pha_207.png,फ,pha,22
synthetic_braille_dataset\pha\pha_208.png,फ,pha,22
synthetic_braille_dataset\pha\pha_209.png,फ,pha,22
synthetic_braille_dataset\pha\pha_210.png,फ,pha,22
synthetic_braille_dataset\pha\pha_211.png,फ,pha,22
synthetic_braille_dataset\pha\pha_212.png,फ,pha,22
synthetic_braille_dataset\pha\pha_213.png,फ,pha,22
synthetic_braille_dataset\pha\pha_214.png,फ,pha,22
synthetic_braille_dataset\pha\pha_215.png,फ,pha,22
synthetic_braille_dataset\pha\pha_216.png,फ,pha,22
synthetic_braille_dataset\pha\pha_217.png,फ,pha,22
synthetic_braille_dataset\pha\pha_218.png,फ,pha,22
synthetic_braille_dataset\pha\pha_219.png,फ,pha,22
synthetic_braille_dataset\pha\pha_220.png,फ,pha,22
synthetic_braille_dataset\pha\pha_221.png,फ,pha,22
synthetic_braille_dataset\pha\pha_222.png,फ,pha,22
synthetic_braille_dataset\pha\pha_223.png,फ,pha,22
synthetic_braille_dataset\pha\pha_224.png,फ,pha,22
synthetic_braille_dataset\pha\pha_225.png,फ,pha,22
synthetic_braille_dataset\pha\pha_226.png,फ,pha,22
synthetic_braille_dataset\pha\pha_227.png,फ,pha,22
synthetic_braille_dataset\pha\pha_228.png,फ,pha,22
synthetic_braille_dataset\pha\pha_229.png,फ,pha,22
synthetic_braille_dataset\pha\pha_230.png,फ,pha,22
synthetic_braille_dataset\pha\pha_231.png,फ,pha,22
synthetic_braille_dataset\pha\pha_232.png,फ,pha,22
synthetic_braille_dataset\pha\pha_233.png,फ,pha,22
synthetic_braille_dataset\pha\pha_234.png,फ,pha,22
synthetic_braille_dataset\pha\pha_235.png,फ,pha,22
synthetic_braille_dataset\pha\pha_236.png,फ,pha,22
synthetic_braille_dataset\pha\pha_237.png,फ,pha,22
synthetic_braille_dataset\pha\pha_238.png,फ,pha,22
synthetic_braille_dataset\pha\pha_239.png,फ,pha,22
synthetic_braille_dataset\pha\pha_240.png,फ,pha,22
synthetic_braille_dataset\pha\pha_241.png,फ,pha,22
synthetic_braille_dataset\pha\pha_242.png,फ,pha,22
synthetic_braille_dataset\pha\pha_243.png,फ,pha,22
synthetic_braille_dataset\pha\pha_244.png,फ,pha,22
synthetic_braille_dataset\pha\pha_245.png,फ,pha,22
synthetic_braille_dataset\pha\pha_246.png,फ,pha,22
synthetic_braille_dataset\pha\pha_247.png,फ,pha,22
synthetic_braille_dataset\pha\pha_248.png,फ,pha,22
synthetic_braille_dataset\pha\pha_249.png,फ,pha,22
synthetic_braille_dataset\ba\ba_000.png,ब,ba,3
synthetic_braille_dataset\ba\ba_001.png,ब,ba,3
synthetic_braille_dataset\ba\ba_002.png,ब,ba,3
synthetic_braille_dataset\ba\ba_003.png,ब,ba,3
synthetic_braille_dataset\ba\ba_004.png,ब,ba,3
synthetic_braille_dataset\ba\ba_005.png,ब,ba,3
synthetic_braille_dataset\ba\ba_006.png,ब,ba,3
synthetic_braille_dataset\ba\ba_007.png,ब,ba,3
synthetic_braille_dataset\ba\ba_008.png,ब,ba,3
synthetic_braille_dataset\ba\ba_009.png,ब,ba,3
synthetic_braille_dataset\ba\ba_010.png,ब,ba,3
synthetic_braille_dataset\ba\ba_011.png,ब,ba,3
synthetic_braille_dataset\ba\ba_012.png,ब,ba,3
synthetic_braille_dataset\ba\ba_013.png,ब,ba,3
synthetic_braille_dataset\ba\ba_014.png,ब,ba,3
synthetic_braille_dataset\ba\ba_015.png,ब,ba,3
synthetic_braille_dataset\ba\ba_016.png,ब,ba,3
synthetic_braille_dataset\ba\ba_017.png,ब,ba,3
synthetic_braille_dataset\ba\ba_018.png,ब,ba,3
synthetic_braille_dataset\ba\ba_019.png,ब,ba,3
synthetic_braille_dataset\ba\ba_020.png,ब,ba,3
synthetic_braille_dataset\ba\ba_021.png,ब,ba,3
synthetic_braille_dataset\ba\ba_022.png,ब,ba,3
synthetic_braille_dataset\ba\ba_023.png,ब,ba,3
synthetic_braille_dataset\ba\ba_024.png,ब,ba,3
synthetic_braille_dataset\ba\ba_025.png,ब,ba,3
synthetic_braille_dataset\ba\ba_026.png,ब,ba,3
synthetic_braille_dataset\ba\ba_027.png,ब,ba,3
synthetic_braille_dataset\ba\ba_028.png,ब,ba,3
synthetic_braille_dataset\ba\ba_029.png,ब,ba,3
synthetic_braille_dataset\ba\ba_030.png,ब,ba,3
synthetic_braille_dataset\ba\ba_031.png,ब,ba,3
synthetic_braille_dataset\ba\ba_032.png,ब,ba,3
synthetic_braille_dataset\ba\ba_033.png,ब,ba,3
synthetic_braille_dataset\ba\ba_034.png,ब,ba,3
synthetic_braille_dataset\ba\ba_035.png,ब,ba,3
synthetic_braille_dataset\ba\ba_036.png,ब,ba,3
synthetic_braille_dataset\ba\ba_037.png,ब,ba,3
synthetic_braille_dataset\ba\ba_038.png,ब,ba,3
synthetic_braille_dataset\ba\ba_039.png,ब,ba,3
synthetic_braille_dataset\ba\ba_040.png,ब,ba,3
synthetic_braille_dataset\ba\ba_041.png,ब,ba,3
synthetic_braille_dataset\ba\ba_042.png,ब,ba,3
synthetic_braille_dataset\ba\ba_043.png,ब,ba,3
synthetic_braille_dataset\ba\ba_044.png,ब,ba,3
synthetic_braille_dataset\ba\ba_045.png,ब,ba,3
synthetic_braille_dataset\ba\ba_046.png,ब,ba,3
synthetic_braille_dataset\ba\ba_047.png,ब,ba,3
synthetic_braille_dataset\ba\ba_048.png,ब,ba,3
synthetic_braille_dataset\ba\ba_049.png,ब,ba,3
synthetic_braille_dataset\ba\ba_050.png,ब,ba,3
synthetic_braille_dataset\ba\ba_051.png,ब,ba,3
synthetic_braille_dataset\ba\ba_052.png,ब,ba,3
synthetic_braille_dataset\ba\ba_053.png,ब,ba,3
synthetic_braille_dataset\ba\ba_054.png,ब,ba,3
synthetic_braille_dataset\ba\ba_055.png,ब,ba,3
synthetic_braille_dataset\ba\ba_056.png,ब,ba,3
synthetic_braille_dataset\ba\ba_057.png,ब,ba,3
synthetic_braille_dataset\ba\ba_058.png,ब,ba,3
synthetic_braille_dataset\ba\ba_059.png,ब,ba,3
synthetic_braille_dataset\ba\ba_060.png,ब,ba,3
synthetic_braille_dataset\ba\ba_061.png,ब,ba,3
synthetic_braille_dataset\ba\ba_062.png,ब,ba,3
synthetic_braille_dataset\ba\ba_063.png,ब,ba,3
synthetic_braille_dataset\ba\ba_064.png,ब,ba,3
synthetic_braille_dataset\ba\ba_065.png,ब,ba,3
synthetic_braille_dataset\ba\ba_066.png,ब,ba,3
synthetic_braille_dataset\ba\ba_067.png,ब,ba,3
synthetic_braille_dataset\ba\ba_068.png,ब,ba,3
synthetic_braille_dataset\ba\ba_069.png,ब,ba,3
synthetic_braille_dataset\ba\ba_070.png,ब,ba,3
synthetic_braille_dataset\ba\ba_071.png,ब,ba,3
synthetic_braille_dataset\ba\ba_072.png,ब,ba,3
synthetic_braille_dataset\ba\ba_073.png,ब,ba,3
synthetic_braille_dataset\ba\ba_074.png,ब,ba,3
synthetic_braille_dataset\ba\ba_075.png,ब,ba,3
synthetic_braille_dataset\ba\ba_076.png,ब,ba,3
synthetic_braille_dataset\ba\ba_077.png,ब,ba,3
synthetic_braille_dataset\ba\ba_078.png,ब,ba,3
synthetic_braille_dataset\ba\ba_079.png,ब,ba,3
synthetic_braille_dataset\ba\ba_080.png,ब,ba,3
synthetic_braille_dataset\ba\ba_081.png,ब,ba,3
synthetic_braille_dataset\ba\ba_082.png,ब,ba,3
synthetic_braille_dataset\ba\ba_083.png,ब,ba,3
synthetic_braille_dataset\ba\ba_084.png,ब,ba,3
synthetic_braille_dataset\ba\ba_085.png,ब,ba,3
synthetic_braille_dataset\ba\ba_086.png,ब,ba,3
synthetic_braille_dataset\ba\ba_087.png,ब,ba,3
synthetic_braille_dataset\ba\ba_088.png,ब,ba,3
synthetic_braille_dataset\ba\ba_089.png,ब,ba,3
synthetic_braille_dataset\ba\ba_090.png,ब,ba,3
synthetic_braille_dataset\ba\ba_091.png,ब,ba,3
synthetic_braille_dataset\ba\ba_092.png,ब,ba,3
synthetic_braille_dataset\ba\ba_093.png,ब,ba,3
synthetic_braille_dataset\ba\ba_094.png,ब,ba,3
synthetic_braille_dataset\ba\ba_095.png,ब,ba,3
synthetic_braille_dataset\ba\ba_096.png,ब,ba,3
synthetic_braille_dataset\ba\ba_097.png,ब,ba,3
synthetic_braille_dataset\ba\ba_098.png,ब,ba,3
synthetic_braille_dataset\ba\ba_099.png,ब,ba,3
synthetic_braille_dataset\ba\ba_100.png,ब,ba,3
synthetic_braille_dataset\ba\ba_101.png,ब,ba,3
synthetic_braille_dataset\ba\ba_102.png,ब,ba,3
synthetic_braille_dataset\ba\ba_103.png,ब,ba,3
synthetic_braille_dataset\ba\ba_104.png,ब,ba,3
synthetic_braille_dataset\ba\ba_105.png,ब,ba,3
synthetic_braille_dataset\ba\ba_106.png,ब,ba,3
synthetic_braille_dataset\ba\ba_107.png,ब,ba,3
synthetic_braille_dataset\ba\ba_108.png,ब,ba,3
synthetic_braille_dataset\ba\ba_109.png,ब,ba,3
synthetic_braille_dataset\ba\ba_110.png,ब,ba,3
synthetic_braille_dataset\ba\ba_111.png,ब,ba,3
synthetic_braille_dataset\ba\ba_112.png,ब,ba,3
synthetic_braille_dataset\ba\ba_113.png,ब,ba,3
synthetic_braille_dataset\ba\ba_114.png,ब,ba,3
synthetic_braille_dataset\ba\ba_115.png,ब,ba,3
synthetic_braille_dataset\ba\ba_116.png,ब,ba,3
synthetic_braille_dataset\ba\ba_117.png,ब,ba,3
synthetic_braille_dataset\ba\ba_118.png,ब,ba,3
synthetic_braille_dataset\ba\ba_119.png,ब,ba,3
synthetic_braille_dataset\ba\ba_120.png,ब,ba,3
synthetic_braille_dataset\ba\ba_121.png,ब,ba,3
synthetic_braille_dataset\ba\ba_122.png,ब,ba,3
synthetic_braille_dataset\ba\ba_123.png,ब,ba,3
synthetic_braille_dataset\ba\ba_124.png,ब,ba,3
synthetic_braille_dataset\ba\ba_125.png,ब,ba,3
synthetic_braille_dataset\ba\ba_126.png,ब,ba,3
synthetic_braille_dataset\ba\ba_127.png,ब,ba,3
synthetic_braille_dataset\ba\ba_128.png,ब,ba,3
synthetic_braille_dataset\ba\ba_129.png,ब,ba,3
synthetic_braille_dataset\ba\ba_130.png,ब,ba,3
synthetic_braille_dataset\ba\ba_131.png,ब,ba,3
synthetic_braille_dataset\ba\ba_132.png,ब,ba,3
synthetic_braille_dataset\ba\ba_133.png,ब,ba,3
synthetic_braille_dataset\ba\ba_134.png,ब,ba,3
synthetic_braille_dataset\ba\ba_135.png,ब,ba,3
synthetic_braille_dataset\ba\ba_136.png,ब,ba,3
synthetic_braille_dataset\ba\ba_137.png,ब,ba,3
synthetic_braille_dataset\ba\ba_138.png,ब,ba,3
synthetic_braille_dataset\ba\ba_139.png,ब,ba,3
synthetic_braille_dataset\ba\ba_140.png,ब,ba,3
synthetic_braille_dataset\ba\ba_141.png,ब,ba,3
synthetic_braille_dataset\ba\ba_142.png,ब,ba,3
synthetic_braille_dataset\ba\ba_143.png,ब,ba,3
synthetic_braille_dataset\ba\ba_144.png,ब,ba,3
synthetic_braille_dataset\ba\ba_145.png,ब,ba,3
synthetic_braille_dataset\ba\ba_146.png,ब,ba,3
synthetic_braille_dataset\ba\ba_147.png,ब,ba,3
synthetic_braille_dataset\ba\ba_148.png,ब,ba,3
synthetic_braille_dataset\ba\ba_149.png,ब,ba,3
synthetic_braille_dataset\ba\ba_150.png,ब,ba,3
synthetic_braille_dataset\ba\ba_151.png,ब,ba,3
synthetic_braille_dataset\ba\ba_152.png,ब,ba,3
synthetic_braille_dataset\ba\ba_153.png,ब,ba,3
synthetic_braille_dataset\ba\ba_154.png,ब,ba,3
synthetic_braille_dataset\ba\ba_155.png,ब,ba,3
synthetic_braille_dataset\ba\ba_156.png,ब,ba,3
synthetic_braille_dataset\ba\ba_157.png,ब,ba,3
synthetic_braille_dataset\ba\ba_158.png,ब,ba,3
synthetic_braille_dataset\ba\ba_159.png,ब,ba,3
synthetic_braille_dataset\ba\ba_160.png,ब,ba,3
synthetic_braille_dataset\ba\ba_161.png,ब,ba,3
synthetic_braille_dataset\ba\ba_162.png,ब,ba,3
synthetic_braille_dataset\ba\ba_163.png,ब,ba,3
synthetic_braille_dataset\ba\ba_164.png,ब,ba,3
synthetic_braille_dataset\ba\ba_165.png,ब,ba,3
synthetic_braille_dataset\ba\ba_166.png,ब,ba,3
synthetic_braille_dataset\ba\ba_167.png,ब,ba,3
synthetic_braille_dataset\ba\ba_168.png,ब,ba,3
synthetic_braille_dataset\ba\ba_169.png,ब,ba,3
synthetic_braille_dataset\ba\ba_170.png,ब,ba,3
synthetic_braille_dataset\ba\ba_171.png,ब,ba,3
synthetic_braille_dataset\ba\ba_172.png,ब,ba,3
synthetic_braille_dataset\ba\ba_173.png,ब,ba,3
synthetic_braille_dataset\ba\ba_174.png,ब,ba,3
synthetic_braille_dataset\ba\ba_175.png,ब,ba,3
synthetic_braille_dataset\ba\ba_176.png,ब,ba,3
synthetic_braille_dataset\ba\ba_177.png,ब,ba,3
synthetic_braille_dataset\ba\ba_178.png,ब,ba,3
synthetic_braille_dataset\ba\ba_179.png,ब,ba,3
synthetic_braille_dataset\ba\ba_180.png,ब,ba,3
synthetic_braille_dataset\ba\ba_181.png,ब,ba,3
synthetic_braille_dataset\ba\ba_182.png,ब,ba,3
synthetic_braille_dataset\ba\ba_183.png,ब,ba,3
synthetic_braille_dataset\ba\ba_184.png,ब,ba,3
synthetic_braille_dataset\ba\ba_185.png,ब,ba,3
synthetic_braille_dataset\ba\ba_186.png,ब,ba,3
synthetic_braille_dataset\ba\ba_187.png,ब,ba,3
synthetic_braille_dataset\ba\ba_188.png,ब,ba,3
synthetic_braille_dataset\ba\ba_189.png,ब,ba,3
synthetic_braille_dataset\ba\ba_190.png,ब,ba,3
synthetic_braille_dataset\ba\ba_191.png,ब,ba,3
synthetic_braille_dataset\ba\ba_192.png,ब,ba,3
synthetic_braille_dataset\ba\ba_193.png,ब,ba,3
synthetic_braille_dataset\ba\ba_194.png,ब,ba,3
synthetic_braille_dataset\ba\ba_195.png,ब,ba,3
synthetic_braille_dataset\ba\ba_196.png,ब,ba,3
synthetic_braille_dataset\ba\ba_197.png,ब,ba,3
synthetic_braille_dataset\ba\ba_198.png,ब,ba,3
synthetic_braille_dataset\ba\ba_199.png,ब,ba,3
synthetic_braille_dataset\ba\ba_200.png,ब,ba,3
synthetic_braille_dataset\ba\ba_201.png,ब,ba,3
synthetic_braille_dataset\ba\ba_202.png,ब,ba,3
synthetic_braille_dataset\ba\ba_203.png,ब,ba,3
synthetic_braille_dataset\ba\ba_204.png,ब,ba,3
synthetic_braille_dataset\ba\ba_205.png,ब,ba,3
synthetic_braille_dataset\ba\ba_206.png,ब,ba,3
synthetic_braille_dataset\ba\ba_207.png,ब,ba,3
synthetic_braille_dataset\ba\ba_208.png,ब,ba,3
synthetic_braille_dataset\ba\ba_209.png,ब,ba,3
synthetic_braille_dataset\ba\ba_210.png,ब,ba,3
synthetic_braille_dataset\ba\ba_211.png,ब,ba,3
synthetic_braille_dataset\ba\ba_212.png,ब,ba,3
synthetic_braille_dataset\ba\ba_213.png,ब,ba,3
synthetic_braille_dataset\ba\ba_214.png,ब,ba,3
synthetic_braille_dataset\ba\ba_215.png,ब,ba,3
synthetic_braille_dataset\ba\ba_216.png,ब,ba,3
synthetic_braille_dataset\ba\ba_217.png,ब,ba,3
synthetic_braille_dataset\ba\ba_218.png,ब,ba,3
synthetic_braille_dataset\ba\ba_219.png,ब,ba,3
synthetic_braille_dataset\ba\ba_220.png,ब,ba,3
synthetic_braille_dataset\ba\ba_221.png,ब,ba,3
synthetic_braille_dataset\ba\ba_222.png,ब,ba,3
synthetic_braille_dataset\ba\ba_223.png,ब,ba,3
synthetic_braille_dataset\ba\ba_224.png,ब,ba,3
synthetic_braille_dataset\ba\ba_225.png,ब,ba,3
synthetic_braille_dataset\ba\ba_226.png,ब,ba,3
synthetic_braille_dataset\ba\ba_227.png,ब,ba,3
synthetic_braille_dataset\ba\ba_228.png,ब,ba,3
synthetic_braille_dataset\ba\ba_229.png,ब,ba,3
synthetic_braille_dataset\ba\ba_230.png,ब,ba,3
synthetic_braille_dataset\ba\ba_231.png,ब,ba,3
synthetic_braille_dataset\ba\ba_232.png,ब,ba,3
synthetic_braille_dataset\ba\ba_233.png,ब,ba,3
synthetic_braille_dataset\ba\ba_234.png,ब,ba,3
synthetic_braille_dataset\ba\ba_235.png,ब,ba,3
synthetic_braille_dataset\ba\ba_236.png,ब,ba,3
synthetic_braille_dataset\ba\ba_237.png,ब,ba,3
synthetic_braille_dataset\ba\ba_238.png,ब,ba,3
synthetic_braille_dataset\ba\ba_239.png,ब,ba,3
synthetic_braille_dataset\ba\ba_240.png,ब,ba,3
synthetic_braille_dataset\ba\ba_241.png,ब,ba,3
synthetic_braille_dataset\ba\ba_242.png,ब,ba,3
synthetic_braille_dataset\ba\ba_243.png,ब,ba,3
synthetic_braille_dataset\ba\ba_244.png,ब,ba,3
synthetic_braille_dataset\ba\ba_245.png,ब,ba,3
synthetic_braille_dataset\ba\ba_246.png,ब,ba,3
synthetic_braille_dataset\ba\ba_247.png,ब,ba,3
synthetic_braille_dataset\ba\ba_248.png,ब,ba,3
synthetic_braille_dataset\ba\ba_249.png,ब,ba,3
synthetic_braille_dataset\bha\bha_000.png,भ,bha,24
synthetic_braille_dataset\bha\bha_001.png,भ,bha,24
synthetic_braille_dataset\bha\bha_002.png,भ,bha,24
synthetic_braille_dataset\bha\bha_003.png,भ,bha,24
synthetic_braille_dataset\bha\bha_004.png,भ,bha,24
synthetic_braille_dataset\bha\bha_005.png,भ,bha,24
synthetic_braille_dataset\bha\bha_006.png,भ,bha,24
synthetic_braille_dataset\bha\bha_007.png,भ,bha,24
synthetic_braille_dataset\bha\bha_008.png,भ,bha,24
synthetic_braille_dataset\bha\bha_009.png,भ,bha,24
synthetic_braille_dataset\bha\bha_010.png,भ,bha,24
synthetic_braille_dataset\bha\bha_011.png,भ,bha,24
synthetic_braille_dataset\bha\bha_012.png,भ,bha,24
synthetic_braille_dataset\bha\bha_013.png,भ,bha,24
synthetic_braille_dataset\bha\bha_014.png,भ,bha,24
synthetic_braille_dataset\bha\bha_015.png,भ,bha,24
synthetic_braille_dataset\bha\bha_016.png,भ,bha,24
synthetic_braille_dataset\bha\bha_017.png,भ,bha,24
synthetic_braille_dataset\bha\bha_018.png,भ,bha,24
synthetic_braille_dataset\bha\bha_019.png,भ,bha,24
synthetic_braille_dataset\bha\bha_020.png,भ,bha,24
synthetic_braille_dataset\bha\bha_021.png,भ,bha,24
synthetic_braille_dataset\bha\bha_022.png,भ,bha,24
synthetic_braille_dataset\bha\bha_023.png,भ,bha,24
synthetic_braille_dataset\bha\bha_024.png,भ,bha,24
synthetic_braille_dataset\bha\bha_025.png,भ,bha,24
synthetic_braille_dataset\bha\bha_026.png,भ,bha,24
synthetic_braille_dataset\bha\bha_027.png,भ,bha,24
synthetic_braille_dataset\bha\bha_028.png,भ,bha,24
synthetic_braille_dataset\bha\bha_029.png,भ,bha,24
synthetic_braille_dataset\bha\bha_030.png,भ,bha,24
synthetic_braille_dataset\bha\bha_031.png,भ,bha,24
synthetic_braille_dataset\bha\bha_032.png,भ,bha,24
synthetic_braille_dataset\bha\bha_033.png,भ,bha,24
synthetic_braille_dataset\bha\bha_034.png,भ,bha,24
synthetic_braille_dataset\bha\bha_035.png,भ,bha,24
synthetic_braille_dataset\bha\bha_036.png,भ,bha,24
synthetic_braille_dataset\bha\bha_037.png,भ,bha,24
synthetic_braille_dataset\bha\bha_038.png,भ,bha,24
synthetic_braille_dataset\bha\bha_039.png,भ,bha,24
synthetic_braille_dataset\bha\bha_040.png,भ,bha,24
synthetic_braille_dataset\bha\bha_041.png,भ,bha,24
synthetic_braille_dataset\bha\bha_042.png,भ,bha,24
synthetic_braille_dataset\bha\bha_043.png,भ,bha,24
synthetic_braille_dataset\bha\bha_044.png,भ,bha,24
synthetic_braille_dataset\bha\bha_045.png,भ,bha,24
synthetic_braille_dataset\bha\bha_046.png,भ,bha,24
synthetic_braille_dataset\bha\bha_047.png,भ,bha,24
synthetic_braille_dataset\bha\bha_048.png,भ,bha,24
synthetic_braille_dataset\bha\bha_049.png,भ,bha,24
synthetic_braille_dataset\bha\bha_050.png,भ,bha,24
synthetic_braille_dataset\bha\bha_051.png,भ,bha,24
synthetic_braille_dataset\bha\bha_052.png,भ,bha,24
synthetic_braille_dataset\bha\bha_053.png,भ,bha,24
synthetic_braille_dataset\bha\bha_054.png,भ,bha,24
synthetic_braille_dataset\bha\bha_055.png,भ,bha,24
synthetic_braille_dataset\bha\bha_056.png,भ,bha,24
synthetic_braille_dataset\bha\bha_057.png,भ,bha,24
synthetic_braille_dataset\bha\bha_058.png,भ,bha,24
synthetic_braille_dataset\bha\bha_059.png,भ,bha,24
synthetic_braille_dataset\bha\bha_060.png,भ,bha,24
synthetic_braille_dataset\bha\bha_061.png,भ,bha,24
synthetic_braille_dataset\bha\bha_062.png,भ,bha,24
synthetic_braille_dataset\bha\bha_063.png,भ,bha,24
synthetic_braille_dataset\bha\bha_064.png,भ,bha,24
synthetic_braille_dataset\bha\bha_065.png,भ,bha,24
synthetic_braille_dataset\bha\bha_066.png,भ,bha,24
synthetic_braille_dataset\bha\bha_067.png,भ,bha,24
synthetic_braille_dataset\bha\bha_068.png,भ,bha,24
synthetic_braille_dataset\bha\bha_069.png,भ,bha,24
synthetic_braille_dataset\bha\bha_070.png,भ,bha,24
synthetic_braille_dataset\bha\bha_071.png,भ,bha,24
synthetic_braille_dataset\bha\bha_072.png,भ,bha,24
synthetic_braille_dataset\bha\bha_073.png,भ,bha,24
synthetic_braille_dataset\bha\bha_074.png,भ,bha,24
synthetic_braille_dataset\bha\bha_075.png,भ,bha,24
synthetic_braille_dataset\bha\bha_076.png,भ,bha,24
synthetic_braille_dataset\bha\bha_077.png,भ,bha,24
synthetic_braille_dataset\bha\bha_078.png,भ,bha,24
synthetic_braille_dataset\bha\bha_079.png,भ,bha,24
synthetic_braille_dataset\bha\bha_080.png,भ,bha,24
synthetic_braille_dataset\bha\bha_081.png,भ,bha,24
synthetic_braille_dataset\bha\bha_082.png,भ,bha,24
synthetic_braille_dataset\bha\bha_083.png,भ,bha,24
synthetic_braille_dataset\bha\bha_084.png,भ,bha,24
synthetic_braille_dataset\bha\bha_085.png,भ,bha,24
synthetic_braille_dataset\bha\bha_086.png,भ,bha,24
synthetic_braille_dataset\bha\bha_087.png,भ,bha,24
synthetic_braille_dataset\bha\bha_088.png,भ,bha,24
synthetic_braille_dataset\bha\bha_089.png,भ,bha,24
synthetic_braille_dataset\bha\bha_090.png,भ,bha,24
synthetic_braille_dataset\bha\bha_091.png,भ,bha,24
synthetic_braille_dataset\bha\bha_092.png,भ,bha,24
synthetic_braille_dataset\bha\bha_093.png,भ,bha,24
synthetic_braille_dataset\bha\bha_094.png,भ,bha,24
synthetic_braille_dataset\bha\bha_095.png,भ,bha,24
synthetic_braille_dataset\bha\bha_096.png,भ,bha,24
synthetic_braille_dataset\bha\bha_097.png,भ,bha,24
synthetic_braille_dataset\bha\bha_098.png,भ,bha,24
synthetic_braille_dataset\bha\bha_099.png,भ,bha,24
synthetic_braille_dataset\bha\bha_100.png,भ,bha,24
synthetic_braille_dataset\bha\bha_101.png,भ,bha,24
synthetic_braille_dataset\bha\bha_102.png,भ,bha,24
synthetic_braille_dataset\bha\bha_103.png,भ,bha,24
synthetic_braille_dataset\bha\bha_104.png,भ,bha,24
synthetic_braille_dataset\bha\bha_105.png,भ,bha,24
synthetic_braille_dataset\bha\bha_106.png,भ,bha,24
synthetic_braille_dataset\bha\bha_107.png,भ,bha,24
synthetic_braille_dataset\bha\bha_108.png,भ,bha,24
synthetic_braille_dataset\bha\bha_109.png,भ,bha,24
synthetic_braille_dataset\bha\bha_110.png,भ,bha,24
synthetic_braille_dataset\bha\bha_111.png,भ,bha,24
synthetic_braille_dataset\bha\bha_112.png,भ,bha,24
synthetic_braille_dataset\bha\bha_113.png,भ,bha,24
synthetic_braille_dataset\bha\bha_114.png,भ,bha,24
synthetic_braille_dataset\bha\bha_115.png,भ,bha,24
synthetic_braille_dataset\bha\bha_116.png,भ,bha,24
synthetic_braille_dataset\bha\bha_117.png,भ,bha,24
synthetic_braille_dataset\bha\bha_118.png,भ,bha,24
synthetic_braille_dataset\bha\bha_119.png,भ,bha,24
synthetic_braille_dataset\bha\bha_120.png,भ,bha,24
synthetic_braille_dataset\bha\bha_121.png,भ,bha,24
synthetic_braille_dataset\bha\bha_122.png,भ,bha,24
synthetic_braille_dataset\bha\bha_123.png,भ,bha,24
synthetic_braille_dataset\bha\bha_124.png,भ,bha,24
synthetic_braille_dataset\bha\bha_125.png,भ,bha,24
synthetic_braille_dataset\bha\bha_126.png,भ,bha,24
synthetic_braille_dataset\bha\bha_127.png,भ,bha,24
synthetic_braille_dataset\bha\bha_128.png,भ,bha,24
synthetic_braille_dataset\bha\bha_129.png,भ,bha,24
synthetic_braille_dataset\bha\bha_130.png,भ,bha,24
synthetic_braille_dataset\bha\bha_131.png,भ,bha,24
synthetic_braille_dataset\bha\bha_132.png,भ,bha,24
synthetic_braille_dataset\bha\bha_133.png,भ,bha,24
synthetic_braille_dataset\bha\bha_134.png,भ,bha,24
synthetic_braille_dataset\bha\bha_135.png,भ,bha,24
synthetic_braille_dataset\bha\bha_136.png,भ,bha,24
synthetic_braille_dataset\bha\bha_137.png,भ,bha,24
synthetic_braille_dataset\bha\bha_138.png,भ,bha,24
synthetic_braille_dataset\bha\bha_139.png,भ,bha,24
synthetic_braille_dataset\bha\bha_140.png,भ,bha,24
synthetic_braille_dataset\bha\bha_141.png,भ,bha,24
synthetic_braille_dataset\bha\bha_142.png,भ,bha,24
synthetic_braille_dataset\bha\bha_143.png,भ,bha,24
synthetic_braille_dataset\bha\bha_144.png,भ,bha,24
synthetic_braille_dataset\bha\bha_145.png,भ,bha,24
synthetic_braille_dataset\bha\bha_146.png,भ,bha,24
synthetic_braille_dataset\bha\bha_147.png,भ,bha,24
synthetic_braille_dataset\bha\bha_148.png,भ,bha,24
synthetic_braille_dataset\bha\bha_149.png,भ,bha,24
synthetic_braille_dataset\bha\bha_150.png,भ,bha,24
synthetic_braille_dataset\bha\bha_151.png,भ,bha,24
synthetic_braille_dataset\bha\bha_152.png,भ,bha,24
synthetic_braille_dataset\bha\bha_153.png,भ,bha,24
synthetic_braille_dataset\bha\bha_154.png,भ,bha,24
synthetic_braille_dataset\bha\bha_155.png,भ,bha,24
synthetic_braille_dataset\bha\bha_156.png,भ,bha,24
synthetic_braille_dataset\bha\bha_157.png,भ,bha,24
synthetic_braille_dataset\bha\bha_158.png,भ,bha,24
synthetic_braille_dataset\bha\bha_159.png,भ,bha,24
synthetic_braille_dataset\bha\bha_160.png,भ,bha,24
synthetic_braille_dataset\bha\bha_161.png,भ,bha,24
